ID,Paper,Links
109,Jin X. Reducing cost in continuous integration with a collection of build selection approaches Proceedings of the 29th ACM Joint Meeting on European Software Engineering Conference and Symposium on the Foundations of Software Engineering. (1650-1654),https://people.cs.vt.edu/xianhao8/Jin_FSE21_DS.pdf
110,"Teixeira S, Arrais R and Veiga G. 2021. Cloud Simulation for Continuous Integration and Deployment in Robotics 2021 IEEE 19th International Conference on Industrial Informatics (INDIN). 10.1109/INDIN45523.2021.9557476. 978-1-7281-4395-8. (1-8)",https://ieeexplore.ieee.org/document/9557476
111,"Zampetti F, Geremia S, Bavota G and Di Penta M. 2021. CI/CD Pipelines Evolution and Restructuring: A Qualitative and Quantitative Study 2021 IEEE International Conference on Software Maintenance and Evolution (ICSME). 10.1109/ICSME52107.2021.00048. 978-1-6654-2882-8. (471-482)",https://mdipenta.github.io/files/icsme2021.pdf
112,"Mondal S, Silva D and d'Amorim M. 2021. Soundy Automated Parallelization of Test Execution 2021 IEEE International Conference on Software Maintenance and Evolution (ICSME). 10.1109/ICSME52107.2021.00034. 978-1-6654-2882-8. (309-319)",https://ieeexplore.ieee.org/document/9609219
113,"Wiesner P, Behnke I, Scheinert D, Gontarska K and Thamsen L. Let's wait awhile Proceedings of the 22nd International Middleware Conference. (260-272)",https://arxiv.org/pdf/2110.13234.pdf
114,"Abdalkareem R, Mujahid S and Shihab E. A Machine Learning Approach to Improve the Detection of CI Skip Commits. IEEE Transactions on Software Engineering. 10.1109/TSE.2020.2967380. 47:12. (2740-2754)",http://das.encs.concordia.ca/uploads/abdalkareem_tse2020.pdf
115,"Khan M, Azim A, Liscano R, Smith K, Chang Y, Garcon S and Tauseef Q. Failure prediction using machine learning in IBM WebSphere liberty continuous integration environment Proceedings of the 31st Annual International Conference on Computer Science and Software Engineering. (63-72)",https://dl.acm.org/doi/10.5555/3507788.3507798
116,"Fornaia A, Midolo A, Pappalardo G and Tramontana E. 2020. Automatic Generation of Effective Unit Tests based on Code Behaviour 2020 IEEE 29th International Conference on Enabling Technologies: Infrastructure for Collaborative Enterprises (WETICE). 10.1109/WETICE49692.2020.00049. 978-1-7281-6975-0. (213-218)",https://www.researchgate.net/publication/348988010_Automatic_Generation_of_Effective_Unit_Tests_based_on_Code_Behaviour
117,"Ghaleb T, Alencar da Costa D, Zou Y and Hassan A. Studying the Impact of Noises in Build Breakage Data. IEEE Transactions on Software Engineering. 10.1109/TSE.2019.2941880. (1-1)",https://www.researchgate.net/publication/336217053_Studying_the_Impact_of_Noises_in_Build_Breakage_Data
118,"Sidhu P, Mussbacher G and McIntosh S. 2019. Reuse (or Lack Thereof) in Travis CI Specifications: An Empirical Study of CI Phases and Commands 2019 IEEE 26th International Conference on Software Analysis, Evolution and Reengineering (SANER). 10.1109/SANER.2019.8668029. 978-1-7281-0591-8. (524-533)",https://rebels.cs.uwaterloo.ca/papers/saner2019_sidhu.pdf
119,"Macho C, McIntosh S and Pinzger M. 2018. Automatically repairing dependency-related build breakage 2018 IEEE 25th International Conference on Software Analysis, Evolution and Reengineering (SANER). 10.1109/SANER.2018.8330201. 978-1-5386-4969-5. (106-117)",https://rebels.cs.uwaterloo.ca/papers/saner2018_macho.pdf
120,Yu T and Wang T. 2018. A Study of Regression Test Selection in Continuous Integration Environments 2018 IEEE 29th International Symposium on Software Reliability Engineering (ISSRE). 10.1109/ISSRE.2018.00024. 978-1-5386-8321-7. (135-143),https://ieeexplore.ieee.org/document/8539076
121,"Gyori A, Legunsen O, Hariri F and Marinov D. 2018. Evaluating Regression Test Selection Opportunities in a Very Large Open-Source Ecosystem 2018 IEEE 29th International Symposium on Software Reliability Engineering (ISSRE). 10.1109/ISSRE.2018.00022. 978-1-5386-8321-7. (112-122)",https://www.cs.cornell.edu/~legunsen/pubs/GyoriETAL18EcosystemRTS.pdf
122,"Lima Júnior M, Soares D, Plastino A and Murta L. 2021. Predicting the lifetime of pull requests in open‐source projects. Journal of Software: Evolution and Process. 10.1002/smr.2337",https://onlinelibrary.wiley.com/doi/10.1002/smr.2337
123,"Vedder D, Ankenbrand M and Sarmento Cabral J. 2021. Dealing with software complexity in individual‐based models. Methods in Ecology and Evolution. 10.1111/2041-210X.13716",https://besjournals.onlinelibrary.wiley.com/doi/10.1111/2041-210X.13716
,Retrieved until 26/02/2022,
